"nta_id","nta_name","state_fips","county_fips","county_name","borough_name","borough_id","puma_id","puma_name","neighborhood","complaint_n","ebird_checklists","ebird_pigeon_total","local_moran_i","local_moran_p","local_moran_sig"
"BK61","Crown Heights North","36","047","Kings","Brooklyn","3","4006","Brooklyn Community District 8--Crown Heights North & Prospect Heights","Brooklyn Community District 8--Crown Heights North & Prospect Heights",73,0,0,0.461184343576024,0.023032781228437,"Significant"
"BK63","Crown Heights South","36","047","Kings","Brooklyn","3","4011","Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate","Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate",59,0,0,-0.127596487045556,0.690172703646263,"Not significant"
"BK64","Prospect Heights","36","047","Kings","Brooklyn","3","4006","Brooklyn Community District 8--Crown Heights North & Prospect Heights","Brooklyn Community District 8--Crown Heights North & Prospect Heights",73,0,0,-0.152377758030904,0.524163688287614,"Not significant"
"BK68","Fort Greene","36","047","Kings","Brooklyn","3","4004","Brooklyn Community District 2--Brooklyn Heights & Fort Greene","Brooklyn Community District 2--Brooklyn Heights & Fort Greene",99,0,0,-0.163090459740658,0.308381371248933,"Not significant"
"BK69","Clinton Hill","36","047","Kings","Brooklyn","3","4004","Brooklyn Community District 2--Brooklyn Heights & Fort Greene","Brooklyn Community District 2--Brooklyn Heights & Fort Greene",99,0,0,-0.0908947223217546,0.534262716073605,"Not significant"
"BK72","Williamsburg","36","047","Kings","Brooklyn","3","4001","Brooklyn Community District 1--Greenpoint & Williamsburg","Brooklyn Community District 1--Greenpoint & Williamsburg",158,0,0,0.0876564477530856,0.199372083082823,"Not significant"
"BK73","North Side-South Side","36","047","Kings","Brooklyn","3","4001","Brooklyn Community District 1--Greenpoint & Williamsburg","Brooklyn Community District 1--Greenpoint & Williamsburg",158,0,0,0.164699134812394,0.0315837876697512,"Significant"
"BK75","Bedford","36","047","Kings","Brooklyn","3","4003","Brooklyn Community District 3--Bedford-Stuyvesant","Brooklyn Community District 3--Bedford-Stuyvesant",35,0,0,0.26836432267217,0.460516076829105,"Not significant"
"BK76","Greenpoint","36","047","Kings","Brooklyn","3","4001","Brooklyn Community District 1--Greenpoint & Williamsburg","Brooklyn Community District 1--Greenpoint & Williamsburg",158,0,0,0.0237673901917083,0.826519304806113,"Not significant"
"BK77","Bushwick North","36","047","Kings","Brooklyn","3","4002","Brooklyn Community District 4--Bushwick","Brooklyn Community District 4--Bushwick",117,0,0,-0.329987322991712,0.000246806847186676,"Significant"
"BK78","Bushwick South","36","047","Kings","Brooklyn","3","4002","Brooklyn Community District 4--Bushwick","Brooklyn Community District 4--Bushwick",117,0,0,-0.0138602203323777,0.856794360057515,"Not significant"
"BK79","Ocean Hill","36","047","Kings","Brooklyn","3","4007","Brooklyn Community District 16--Brownsville & Ocean Hill","Brooklyn Community District 16--Brownsville & Ocean Hill",38,0,0,0.58599790022415,0.0750734767659737,"Not significant"
"BK81","Brownsville","36","047","Kings","Brooklyn","3","4007","Brooklyn Community District 16--Brownsville & Ocean Hill","Brooklyn Community District 16--Brownsville & Ocean Hill",38,0,0,0.704737965617946,0.0722529730712074,"Not significant"
"BK82","East New York","36","047","Kings","Brooklyn","3","4008","Brooklyn Community District 5--East New York & Starrett City","Brooklyn Community District 5--East New York & Starrett City",76,0,0,0.337677094102899,0.0812703399132301,"Not significant"
"BK83","Cypress Hills-City Line","36","047","Kings","Brooklyn","3","4008","Brooklyn Community District 5--East New York & Starrett City","Brooklyn Community District 5--East New York & Starrett City",76,0,0,-0.308296121365063,0.0937579928976989,"Not significant"
"BK85","East New York (Pennsylvania Ave)","36","047","Kings","Brooklyn","3","4007","Brooklyn Community District 16--Brownsville & Ocean Hill","Brooklyn Community District 16--Brownsville & Ocean Hill",38,0,0,0.645810992866547,0.141504962073616,"Not significant"
"BK88","Borough Park","36","047","Kings","Brooklyn","3","4014","Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway","Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway",116,0,0,-0.0512485466674065,0.488115968126715,"Not significant"
"BK90","East Williamsburg","36","047","Kings","Brooklyn","3","4001","Brooklyn Community District 1--Greenpoint & Williamsburg","Brooklyn Community District 1--Greenpoint & Williamsburg",158,0,0,0.00514426679540339,0.921787807234633,"Not significant"
"BK91","East Flatbush-Farragut","36","047","Kings","Brooklyn","3","4010","Brooklyn Community District 17--East Flatbush, Farragut & Rugby","Brooklyn Community District 17--East Flatbush, Farragut & Rugby",22,0,0,-0.0496825898054024,0.915129711307119,"Not significant"
"BK93","Starrett City","36","047","Kings","Brooklyn","3","4008","Brooklyn Community District 5--East New York & Starrett City","Brooklyn Community District 5--East New York & Starrett City",76,0,0,0.186607079756242,0.634110759160276,"Not significant"
"BK95","Erasmus","36","047","Kings","Brooklyn","3","4010","Brooklyn Community District 17--East Flatbush, Farragut & Rugby","Brooklyn Community District 17--East Flatbush, Farragut & Rugby",22,0,0,0.818555727640697,0.163523260850279,"Not significant"
"BK96","Rugby-Remsen Village","36","047","Kings","Brooklyn","3","4010","Brooklyn Community District 17--East Flatbush, Farragut & Rugby","Brooklyn Community District 17--East Flatbush, Farragut & Rugby",22,0,0,0.604484920456267,0.0878818490274172,"Not significant"
"BK99","park-cemetery-etc-Brooklyn","36","047","Kings","Brooklyn","3",NA,NA,NA,578,73985,1139020,-0.673245067143006,0.363031691139028,"Not significant"
"QN01","South Jamaica","36","081","Queens","Queens","4","4112","Queens Community District 12--Jamaica, Hollis & St. Albans","Queens Community District 12--Jamaica, Hollis & St. Albans",131,0,0,0.0075309990365914,0.83308331958122,"Not significant"
"QN02","Springfield Gardens North","36","081","Queens","Queens","4","4112","Queens Community District 12--Jamaica, Hollis & St. Albans","Queens Community District 12--Jamaica, Hollis & St. Albans",131,0,0,0.00267106656477667,0.946405633050764,"Not significant"
"QN03","Springfield Gardens South-Brookville","36","081","Queens","Queens","4","4105","Queens Community District 13--Queens Village, Cambria Heights & Rosedale","Queens Community District 13--Queens Village, Cambria Heights & Rosedale",142,0,0,0.00936810855192316,0.11875912356503,"Not significant"
"QN05","Rosedale","36","081","Queens","Queens","4","4105","Queens Community District 13--Queens Village, Cambria Heights & Rosedale","Queens Community District 13--Queens Village, Cambria Heights & Rosedale",142,0,0,0.0143299601373852,0.052621593194959,"Not significant"
"QN06","Jamaica Estates-Holliswood","36","081","Queens","Queens","4","4106","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest",89,0,0,-0.0984897758737514,0.530318302450645,"Not significant"
"QN07","Hollis","36","081","Queens","Queens","4","4112","Queens Community District 12--Jamaica, Hollis & St. Albans","Queens Community District 12--Jamaica, Hollis & St. Albans",131,0,0,0.0120035455867397,0.764820441230773,"Not significant"
"QN08","St. Albans","36","081","Queens","Queens","4","4112","Queens Community District 12--Jamaica, Hollis & St. Albans","Queens Community District 12--Jamaica, Hollis & St. Albans",131,0,0,-0.0310197696528762,0.241748730396241,"Not significant"
"QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","36","081","Queens","Queens","4","4114","Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel","Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel",110,0,0,-0.467732287820917,0.01218535672862,"Significant"
"QN12","Hammels-Arverne-Edgemere","36","081","Queens","Queens","4","4114","Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel","Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel",110,0,0,0.069554027242609,0.707681517364915,"Not significant"
"QN15","Far Rockaway-Bayswater","36","081","Queens","Queens","4","4114","Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel","Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel",110,0,0,0.069554027242609,0.791427615825455,"Not significant"
"QN17","Forest Hills","36","081","Queens","Queens","4","4108","Queens Community District 6--Forest Hills & Rego Park","Queens Community District 6--Forest Hills & Rego Park",161,0,0,0.140805283111779,0.0779858937905053,"Not significant"
"QN18","Rego Park","36","081","Queens","Queens","4","4108","Queens Community District 6--Forest Hills & Rego Park","Queens Community District 6--Forest Hills & Rego Park",161,0,0,0.0237130488793974,0.765272836657207,"Not significant"
"QN19","Glendale","36","081","Queens","Queens","4","4110","Queens Community District 5--Ridgewood, Glendale & Middle Village","Queens Community District 5--Ridgewood, Glendale & Middle Village",205,0,0,0.596941127709427,0.0165450689729939,"Significant"
"QN20","Ridgewood","36","081","Queens","Queens","4","4110","Queens Community District 5--Ridgewood, Glendale & Middle Village","Queens Community District 5--Ridgewood, Glendale & Middle Village",205,0,0,0.511926127007541,0.0239136636293155,"Significant"
"QN21","Middle Village","36","081","Queens","Queens","4","4110","Queens Community District 5--Ridgewood, Glendale & Middle Village","Queens Community District 5--Ridgewood, Glendale & Middle Village",205,0,0,0.174154989603509,0.481522656611801,"Not significant"
"QN22","Flushing","36","081","Queens","Queens","4","4103","Queens Community District 7--Flushing, Murray Hill & Whitestone","Queens Community District 7--Flushing, Murray Hill & Whitestone",158,0,0,0.117721886605499,0.058443056521325,"Not significant"
"QN23","College Point","36","081","Queens","Queens","4","4103","Queens Community District 7--Flushing, Murray Hill & Whitestone","Queens Community District 7--Flushing, Murray Hill & Whitestone",158,0,0,0.0237673901917083,0.826519304806113,"Not significant"
"QN25","Corona","36","081","Queens","Queens","4","4107","Queens Community District 4--Elmhurst & South Corona","Queens Community District 4--Elmhurst & South Corona",103,0,0,-0.240572308564264,0.0955798227310419,"Not significant"
"QN26","North Corona","36","081","Queens","Queens","4","4102","Queens Community District 3--Jackson Heights & North Corona","Queens Community District 3--Jackson Heights & North Corona",124,0,0,-0.0816379635261017,0.195116814669293,"Not significant"
"QN27","East Elmhurst","36","081","Queens","Queens","4","4102","Queens Community District 3--Jackson Heights & North Corona","Queens Community District 3--Jackson Heights & North Corona",124,0,0,-0.260207947045261,0.000226907038164178,"Significant"
"QN28","Jackson Heights","36","081","Queens","Queens","4","4102","Queens Community District 3--Jackson Heights & North Corona","Queens Community District 3--Jackson Heights & North Corona",124,0,0,-0.145360032333769,0.00325001076675891,"Significant"
"QN29","Elmhurst","36","081","Queens","Queens","4","4107","Queens Community District 4--Elmhurst & South Corona","Queens Community District 4--Elmhurst & South Corona",103,0,0,-0.043996825980067,0.719662916810879,"Not significant"
"QN30","Maspeth","36","081","Queens","Queens","4","4110","Queens Community District 5--Ridgewood, Glendale & Middle Village","Queens Community District 5--Ridgewood, Glendale & Middle Village",205,0,0,0.423874876280588,0.0427015046411081,"Significant"
"QN31","Hunters Point-Sunnyside-West Maspeth","36","081","Queens","Queens","4","4109","Queens Community District 2--Sunnyside & Woodside","Queens Community District 2--Sunnyside & Woodside",169,0,0,0.299649836711144,0.00682117259706113,"Significant"
"QN33","Cambria Heights","36","081","Queens","Queens","4","4105","Queens Community District 13--Queens Village, Cambria Heights & Rosedale","Queens Community District 13--Queens Village, Cambria Heights & Rosedale",142,0,0,0.0112234095795307,0.0888380358718629,"Not significant"
"QN34","Queens Village","36","081","Queens","Queens","4","4105","Queens Community District 13--Queens Village, Cambria Heights & Rosedale","Queens Community District 13--Queens Village, Cambria Heights & Rosedale",142,0,0,0.00567599786907626,0.305967009443826,"Not significant"
"QN35","Briarwood-Jamaica Hills","36","081","Queens","Queens","4","4106","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest",89,0,0,-0.111055871167748,0.508676445296184,"Not significant"
"QN37","Kew Gardens Hills","36","081","Queens","Queens","4","4106","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest",89,0,0,-0.342938513609446,0.123517530313104,"Not significant"
"QN38","Pomonok-Flushing Heights-Hillcrest","36","081","Queens","Queens","4","4106","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest",89,0,0,0.163130311232376,0.362576630417402,"Not significant"
"QN41","Fresh Meadows-Utopia","36","081","Queens","Queens","4","4106","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest",89,0,0,-0.14530600198748,0.423591700139138,"Not significant"
"QN42","Oakland Gardens","36","081","Queens","Queens","4","4104","Queens Community District 11--Bayside, Douglaston & Little Neck","Queens Community District 11--Bayside, Douglaston & Little Neck",76,0,0,-0.317284516483896,0.203347080140909,"Not significant"
"QN43","Bellerose","36","081","Queens","Queens","4","4105","Queens Community District 13--Queens Village, Cambria Heights & Rosedale","Queens Community District 13--Queens Village, Cambria Heights & Rosedale",142,0,0,0.00809097110036076,0.219933671445055,"Not significant"
"QN44","Glen Oaks-Floral Park-New Hyde Park","36","081","Queens","Queens","4","4105","Queens Community District 13--Queens Village, Cambria Heights & Rosedale","Queens Community District 13--Queens Village, Cambria Heights & Rosedale",142,0,0,-0.0040504639965872,0.700099260562935,"Not significant"
"QN45","Douglas Manor-Douglaston-Little Neck","36","081","Queens","Queens","4","4104","Queens Community District 11--Bayside, Douglaston & Little Neck","Queens Community District 11--Bayside, Douglaston & Little Neck",76,0,0,-0.716564188810866,0.0264217034225262,"Significant"
"QN46","Bayside-Bayside Hills","36","081","Queens","Queens","4","4104","Queens Community District 11--Bayside, Douglaston & Little Neck","Queens Community District 11--Bayside, Douglaston & Little Neck",76,0,0,-0.238175810046453,0.295079337277445,"Not significant"
"QN47","Ft. Totten-Bay Terrace-Clearview","36","081","Queens","Queens","4","4103","Queens Community District 7--Flushing, Murray Hill & Whitestone","Queens Community District 7--Flushing, Murray Hill & Whitestone",158,0,0,-0.0129196036460575,0.885371895732753,"Not significant"
"QN48","Auburndale","36","081","Queens","Queens","4","4104","Queens Community District 11--Bayside, Douglaston & Little Neck","Queens Community District 11--Bayside, Douglaston & Little Neck",76,0,0,-0.225528627585789,0.283122125755733,"Not significant"
"QN49","Whitestone","36","081","Queens","Queens","4","4103","Queens Community District 7--Flushing, Murray Hill & Whitestone","Queens Community District 7--Flushing, Murray Hill & Whitestone",158,0,0,0.0237673901917083,0.755361878668036,"Not significant"
"QN50","Elmhurst-Maspeth","36","081","Queens","Queens","4","4109","Queens Community District 2--Sunnyside & Woodside","Queens Community District 2--Sunnyside & Woodside",169,0,0,0.207823280784581,0.0604816865879943,"Not significant"
"QN51","Murray Hill","36","081","Queens","Queens","4","4103","Queens Community District 7--Flushing, Murray Hill & Whitestone","Queens Community District 7--Flushing, Murray Hill & Whitestone",158,0,0,-0.0129196036460575,0.837183636837514,"Not significant"
"QN52","East Flushing","36","081","Queens","Queens","4","4103","Queens Community District 7--Flushing, Murray Hill & Whitestone","Queens Community District 7--Flushing, Murray Hill & Whitestone",158,0,0,0.114500589585597,0.0937757549187746,"Not significant"
"QN53","Woodhaven","36","081","Queens","Queens","4","4111","Queens Community District 9--Richmond Hill & Woodhaven","Queens Community District 9--Richmond Hill & Woodhaven",103,0,0,-0.444093350516678,0.00207108334013082,"Significant"
"QN54","Richmond Hill","36","081","Queens","Queens","4","4111","Queens Community District 9--Richmond Hill & Woodhaven","Queens Community District 9--Richmond Hill & Woodhaven",103,0,0,-0.111887649746435,0.324231465053136,"Not significant"
"QN55","South Ozone Park","36","081","Queens","Queens","4","4113","Queens Community District 10--Howard Beach & Ozone Park","Queens Community District 10--Howard Beach & Ozone Park",152,0,0,0.0441115647533936,0.213055522060375,"Not significant"
"QN56","Ozone Park","36","081","Queens","Queens","4","4113","Queens Community District 10--Howard Beach & Ozone Park","Queens Community District 10--Howard Beach & Ozone Park",152,0,0,-0.0204925591751296,0.651307096153269,"Not significant"
"QN57","Lindenwood-Howard Beach","36","081","Queens","Queens","4","4113","Queens Community District 10--Howard Beach & Ozone Park","Queens Community District 10--Howard Beach & Ozone Park",152,0,0,0.0590202087368989,0.191471440881035,"Not significant"
"QN60","Kew Gardens","36","081","Queens","Queens","4","4111","Queens Community District 9--Richmond Hill & Woodhaven","Queens Community District 9--Richmond Hill & Woodhaven",103,0,0,-0.2038254537673,0.15809290530079,"Not significant"
"QN61","Jamaica","36","081","Queens","Queens","4","4112","Queens Community District 12--Jamaica, Hollis & St. Albans","Queens Community District 12--Jamaica, Hollis & St. Albans",131,0,0,0.017021954117418,0.544605191129343,"Not significant"
"QN62","Queensboro Hill","36","081","Queens","Queens","4","4103","Queens Community District 7--Flushing, Murray Hill & Whitestone","Queens Community District 7--Flushing, Murray Hill & Whitestone",158,0,0,0.0488858371921297,0.394043385676958,"Not significant"
"QN63","Woodside","36","081","Queens","Queens","4","4109","Queens Community District 2--Sunnyside & Woodside","Queens Community District 2--Sunnyside & Woodside",169,0,0,0.242639036586121,0.0284322901770992,"Significant"
"QN66","Laurelton","36","081","Queens","Queens","4","4105","Queens Community District 13--Queens Village, Cambria Heights & Rosedale","Queens Community District 13--Queens Village, Cambria Heights & Rosedale",142,0,0,0.00915237587429437,0.127487934859014,"Not significant"
"QN68","Queensbridge-Ravenswood-Long Island City","36","081","Queens","Queens","4","4101","Queens Community District 1--Astoria & Long Island City","Queens Community District 1--Astoria & Long Island City",219,0,0,0.370129508138704,0.344504356644949,"Not significant"
"QN70","Astoria","36","081","Queens","Queens","4","4101","Queens Community District 1--Astoria & Long Island City","Queens Community District 1--Astoria & Long Island City",219,0,0,0.72708818198631,0.00832550579684431,"Significant"
"QN71","Old Astoria","36","081","Queens","Queens","4","4101","Queens Community District 1--Astoria & Long Island City","Queens Community District 1--Astoria & Long Island City",219,0,0,1.00499890438298,0.00308223186214978,"Significant"
"QN72","Steinway","36","081","Queens","Queens","4","4101","Queens Community District 1--Astoria & Long Island City","Queens Community District 1--Astoria & Long Island City",219,0,0,1.21290993140676,6.27754520051558e-05,"Significant"
"QN76","Baisley Park","36","081","Queens","Queens","4","4112","Queens Community District 12--Jamaica, Hollis & St. Albans","Queens Community District 12--Jamaica, Hollis & St. Albans",131,0,0,0.00203716232932257,0.953992419857709,"Not significant"
"QN98","Airport","36","081","Queens","Queens","4",NA,NA,NA,578,73985,1139020,2.11779980228182,0.0855945447639373,"Not significant"
"QN99","park-cemetery-etc-Queens","36","081","Queens","Queens","4",NA,NA,NA,578,73985,1139020,0.597971427697864,0.209338540653814,"Not significant"
"SI01","Annadale-Huguenot-Prince's Bay-Eltingville","36","085","Richmond","Staten Island","5","3901","Staten Island Community District 3--Tottenville, Great Kills & Annadale","Staten Island Community District 3--Tottenville, Great Kills & Annadale",248,0,0,0.454798947848857,0.224238152197058,"Not significant"
"SI05","New Springville-Bloomfield-Travis","36","085","Richmond","Staten Island","5","3902","Staten Island Community District 2--New Springville & South Beach","Staten Island Community District 2--New Springville & South Beach",92,0,0,-0.18439326480607,0.182076409825248,"Not significant"
"SI07","Westerleigh","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0,0.0226339190422209,0.599632521708691,"Not significant"
"SI08","Grymes Hill-Clifton-Fox Hills","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0,0.0248700757050369,0.599571052635377,"Not significant"
"SI11","Charleston-Richmond Valley-Tottenville","36","085","Richmond","Staten Island","5","3901","Staten Island Community District 3--Tottenville, Great Kills & Annadale","Staten Island Community District 3--Tottenville, Great Kills & Annadale",248,0,0,0.454798947848857,0.393883227876041,"Not significant"
"SI12","Mariner's Harbor-Arlington-Port Ivory-Graniteville","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0,0.0282243106992608,0.708573147037701,"Not significant"
"SI14","Grasmere-Arrochar-Ft. Wadsworth","36","085","Richmond","Staten Island","5","3902","Staten Island Community District 2--New Springville & South Beach","Staten Island Community District 2--New Springville & South Beach",92,0,0,0.110883743785957,0.592756337366603,"Not significant"
"SI22","West New Brighton-New Brighton-St. George","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0,0.0114531357281409,0.828766798793851,"Not significant"
"SI24","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","36","085","Richmond","Staten Island","5","3902","Staten Island Community District 2--New Springville & South Beach","Staten Island Community District 2--New Springville & South Beach",92,0,0,-0.0428555251503876,0.760332863219275,"Not significant"
"SI25","Oakwood-Oakwood Beach","36","085","Richmond","Staten Island","5","3901","Staten Island Community District 3--Tottenville, Great Kills & Annadale","Staten Island Community District 3--Tottenville, Great Kills & Annadale",248,0,0,0.916066314867617,0.0478924557462166,"Significant"
"SI28","Port Richmond","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0,0.0198387232137009,0.708533319906044,"Not significant"
"SI32","Rossville-Woodrow","36","085","Richmond","Staten Island","5","3901","Staten Island Community District 3--Tottenville, Great Kills & Annadale","Staten Island Community District 3--Tottenville, Great Kills & Annadale",248,0,0,0.560931262384147,0.224307425499178,"Not significant"
"SI35","New Brighton-Silver Lake","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0,0.0114531357281409,0.828766798793851,"Not significant"
"SI36","Old Town-Dongan Hills-South Beach","36","085","Richmond","Staten Island","5","3902","Staten Island Community District 2--New Springville & South Beach","Staten Island Community District 2--New Springville & South Beach",92,0,0,0.176772001901533,0.462796614108398,"Not significant"
"SI37","Stapleton-Rosebank","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0,0.0198387232137009,0.708533319906044,"Not significant"
"SI45","New Dorp-Midland Beach","36","085","Richmond","Staten Island","5","3902","Staten Island Community District 2--New Springville & South Beach","Staten Island Community District 2--New Springville & South Beach",92,0,0,-0.0135718548767982,0.958275066344142,"Not significant"
"SI48","Arden Heights","36","085","Richmond","Staten Island","5","3901","Staten Island Community District 3--Tottenville, Great Kills & Annadale","Staten Island Community District 3--Tottenville, Great Kills & Annadale",248,0,0,0.454798947848857,0.393883227876041,"Not significant"
"SI54","Great Kills","36","085","Richmond","Staten Island","5","3901","Staten Island Community District 3--Tottenville, Great Kills & Annadale","Staten Island Community District 3--Tottenville, Great Kills & Annadale",248,0,0,0.908718693092097,0.0278087210920791,"Significant"
"SI99","park-cemetery-etc-Staten Island","36","085","Richmond","Staten Island","5",NA,NA,NA,578,73985,1139020,3.57345619034737,0.159228847293129,"Not significant"
